X1,X2,Y,X3
2,3,55000,124
1,5,70000,826
2,12,140000,156
1,1,30000,36
2,7,100000,156
1,2,50000,840
2,3,55000,156
1,10,130000,840
2,1,45000,840
1,8,120000,826
2,3,55000,156
1,5,70000,36
2,12,140000,826
1,1,30000,124
2,7,100000,124
1,2,50000,840
2,3,55000,36
1,10,130000,124
2,1,45000,840
1,8,120000,840
2,3,55000,124
1,5,70000,826
2,12,140000,36
1,1,30000,826
2,7,100000,124
1,2,50000,840
2,3,55000,826
1,10,130000,840
2,1,45000,36
1,8,120000,826
2,3,55000,840
1,5,70000,124
2,12,140000,840
1,1,30000,840
2,7,100000,36
1,2,50000,826
2,3,55000,840
1,10,130000,36
2,1,45000,36
1,8,120000,156
2,3,55000,124
1,5,70000,840
2,12,140000,156
1,1,30000,840
2,7,100000,826
1,2,50000,36
2,3,55000,840
1,10,130000,840
2,1,45000,36
1,8,120000,156
2,3,55000,124
1,5,70000,156
2,12,140000,156
1,1,30000,826
2,7,100000,840
1,2,50000,156
2,3,55000,840
1,10,130000,826
2,1,45000,826
1,8,120000,124
2,3,55000,840
1,5,70000,36
2,12,140000,826
1,1,30000,840
2,7,100000,156
1,2,50000,156
2,3,55000,840
1,10,130000,840
2,1,45000,156
1,8,120000,36
2,3,55000,840
1,5,70000,156
2,12,140000,840
1,1,30000,36
2,7,100000,840
1,2,50000,124
2,3,55000,36
1,10,130000,156
2,1,45000,36
2,2,48000,36
1,9,125000,156
2,4,57000,840
1,6,72000,826
2,13,145000,826
1,2,31000,36
2,8,105000,156
1,3,52000,156
2,4,57000,124
1,11,135000,156
2,2,48000,840
1,9,125000,156
2,4,57000,156
1,6,72000,36
2,13,145000,36
1,2,31000,124
2,8,105000,36
1,3,52000,124
2,4,57000,840
1,11,135000,124
2,2,48000,124
1,9,125000,124
2,4,57000,826
1,6,72000,124
2,13,145000,156
1,2,31000,840
2,8,105000,826
1,3,52000,826
2,4,57000,156
1,11,135000,124
2,2,48000,840
1,9,125000,36
2,4,57000,156
1,6,72000,156
2,13,145000,156
1,2,31000,36
2,8,105000,124
1,3,52000,36
2,4,57000,826
1,11,135000,36
2,2,48000,826
1,9,125000,826
2,4,57000,840
1,6,72000,36
2,13,145000,840
1,2,31000,156
2,8,105000,826
1,3,52000,156
2,4,57000,826
1,11,135000,826
2,2,48000,156
1,9,125000,156
2,4,57000,840
1,6,72000,156
2,13,145000,156
1,2,31000,124
2,8,105000,840
1,3,52000,124
2,4,57000,826
1,11,135000,124
2,2,48000,36
1,9,125000,156
2,4,57000,124
1,6,72000,156
2,13,145000,156
1,2,31000,840
2,8,105000,840
1,3,52000,36
2,4,57000,156
1,11,135000,826
2,2,48000,826
1,9,125000,840
2,4,57000,840
1,6,72000,826
2,13,145000,826
1,2,31000,826
2,8,105000,840
1,3,52000,840
2,4,57000,36
1,11,135000,36
2,2,48000,826
1,9,125000,124
2,4,57000,840
1,6,72000,124
2,13,145000,826
1,2,31000,840
2,8,105000,36
1,3,52000,36
2,4,57000,36
1,11,135000,156
2,2,48000,826
1,9,125000,156
2,4,57000,156
1,6,72000,156
2,13,145000,840
1,2,31000,840
2,8,105000,826
1,3,52000,124
2,4,57000,156
1,11,135000,826
2,2,48000,124
1,9,125000,826
2,4,57000,124
1,6,72000,826
2,13,145000,826
1,2,31000,826
2,8,105000,36
1,3,52000,840
2,4,57000,840
1,11,135000,826
2,2,48000,840
1,9,125000,826
2,4,57000,826
1,6,72000,124
2,13,145000,36
1,2,31000,36
2,8,105000,840
1,3,52000,840
2,4,57000,124
1,11,135000,156
2,2,48000,826
1,5,85000,124
2,7,110000,156
1,12,170000,826
1,9,140000,36
2,1,30000,36
1,6,95000,826
2,4,80000,156
1,10,155000,840
2,0,25000,156
1,11,160000,156
2,3,65000,840
1,7,120000,36
2,6,105000,826
1,5,85000,36
2,7,110000,840
1,12,170000,156
1,9,140000,840
2,1,30000,826
1,6,95000,36
2,4,80000,36
1,10,155000,840
2,0,25000,840
1,11,160000,124
2,3,65000,840
1,7,120000,124
2,6,105000,124
1,5,85000,124
2,7,110000,826
1,12,170000,124
1,9,140000,840
2,1,30000,124
1,6,95000,156
2,4,80000,124
1,10,155000,124
2,0,25000,156
1,11,160000,36
2,3,65000,124
1,7,120000,156
2,6,105000,36
1,5,85000,124
2,7,110000,840
1,12,170000,36
1,9,140000,156
2,1,30000,124
1,6,95000,840
2,4,80000,826
1,10,155000,840
2,0,25000,840
1,11,160000,156
2,3,65000,826
1,7,120000,124
2,6,105000,124
1,5,85000,156
2,7,110000,124
1,12,170000,826
1,9,140000,840
2,1,30000,826
1,6,95000,36
2,4,80000,156
1,10,155000,156
2,0,25000,840
1,11,160000,124
2,3,65000,124
1,7,120000,36
2,6,105000,36
1,5,85000,156
2,7,110000,826
1,12,170000,36
1,9,140000,156
2,1,30000,124
1,6,95000,826
2,4,80000,36
1,10,155000,840
2,0,25000,156
1,11,160000,36
2,3,65000,826
1,7,120000,124
2,6,105000,826
1,5,85000,840
2,7,110000,826
1,12,170000,156
1,9,140000,840
2,1,30000,124
1,6,95000,826
2,4,80000,840
1,10,155000,840
2,0,25000,36
1,11,160000,826
2,3,65000,826
1,7,120000,840
2,6,105000,826
1,5,85000,826
2,7,110000,826
1,12,170000,826
1,9,140000,156
2,1,30000,840
1,6,95000,156
2,4,80000,36
1,10,155000,124
2,0,25000,124
1,11,160000,124
2,3,65000,156
1,7,120000,156
2,6,105000,840
1,5,85000,156
2,7,110000,840
1,12,170000,156
1,9,140000,840
2,1,30000,826
1,6,95000,826
2,4,80000,826
1,10,155000,840
2,0,25000,156
1,11,160000,124
2,3,65000,36
1,7,120000,36
2,6,105000,156
1,5,85000,826
2,7,110000,826
1,12,170000,840
1,9,140000,826
2,1,30000,156
1,6,95000,156
2,4,80000,826
2,0,25000,840
1,21,250000,124
2,8,120000,124
1,4,80000,36
1,6,100000,124
2,12,170000,124
1,3,50000,826
2,9,140000,840
1,7,120000,36
2,2,55000,124
1,5,85000,156
2,4,80000,826
1,12,170000,840
1,9,140000,840
2,1,30000,840
1,6,95000,840
2,4,80000,826
1,10,155000,826
2,0,25000,36
1,11,160000,36
2,3,65000,826
1,7,120000,124
2,6,105000,156
1,5,85000,156
2,7,110000,826
1,12,170000,124
1,9,140000,840
2,1,30000,840
1,6,95000,840
2,4,80000,124
1,10,155000,124
2,0,25000,826
1,11,160000,826
2,3,65000,156
1,7,120000,36
2,6,105000,36
1,5,85000,840
2,7,110000,36
1,12,170000,156
1,9,140000,840
2,1,30000,124
1,6,95000,36
2,4,80000,840
1,10,155000,124
2,0,25000,36
1,11,160000,124
2,3,65000,840
1,7,120000,156
2,6,105000,156
1,5,85000,124
2,7,110000,840
1,12,170000,826
1,9,140000,36
2,1,30000,156
1,6,95000,840
2,4,80000,124
1,10,155000,840
2,0,25000,36
1,11,160000,124
2,3,65000,840
1,7,120000,826
2,6,105000,840
1,5,85000,36
2,7,110000,124
1,12,170000,156
1,9,140000,36
2,1,30000,156
1,6,95000,156
2,4,80000,826
1,10,155000,124
2,0,25000,156
1,11,160000,840
2,3,65000,156
1,7,120000,156
2,6,105000,36
1,5,85000,840
2,7,110000,840
1,12,170000,124
1,9,140000,826
2,1,30000,156
1,6,95000,840
2,4,80000,840
1,10,155000,156
2,0,25000,840
1,11,160000,840
2,3,65000,124
1,7,120000,840
2,6,105000,124
1,5,85000,826
2,7,110000,156
1,12,170000,840
1,9,140000,156
2,1,30000,124
1,6,95000,156
2,4,80000,124
1,10,155000,156
2,0,25000,36
1,11,160000,124
2,3,65000,36
1,7,120000,840
2,6,105000,36
1,5,85000,840
2,7,110000,156
1,12,170000,124
1,9,140000,156
2,1,30000,826
1,6,95000,36
2,4,80000,36
1,10,155000,36
2,0,25000,36
1,11,160000,124
2,3,65000,826
1,7,120000,156
2,6,105000,840
1,5,85000,840
2,7,110000,826
1,12,170000,36
1,9,140000,156
2,1,30000,36
1,6,95000,36
2,4,80000,36
1,10,155000,840
2,0,25000,156
1,11,160000,840
1,1,60000,156
2,12,150000,124
1,4,80000,124
2,8,120000,124
1,10,130000,124
2,2,50000,840
1,18,180000,156
2,3,60000,124
1,7,110000,36
2,0,25000,826
1,6,100000,826
2,3,55000,840
1,9,140000,826
2,0,25000,826
1,12,150000,826
2,14,170000,36
1,1,55000,36
2,4,65000,156
1,3,60000,840
2,10,150000,36
1,2,50000,36
2,7,120000,826
1,1,55000,156
2,4,65000,156
1,3,60000,124
2,10,150000,840
1,2,50000,156
2,7,120000,36
1,1,60000,36
2,12,150000,36
1,4,80000,156
2,8,120000,124
1,10,130000,826
2,2,50000,826
1,18,180000,826
2,3,60000,840
1,7,110000,124
2,0,25000,124
1,6,100000,156
2,3,55000,840
1,9,140000,840
2,0,25000,826
1,12,150000,124
2,14,170000,124
1,1,55000,826
2,4,65000,124
1,3,60000,156
2,10,150000,156
1,2,50000,36
2,7,120000,124
1,1,55000,36
2,4,65000,36
1,3,60000,840
2,10,150000,840
1,2,50000,826
2,7,120000,36
1,1,60000,36
2,12,150000,156
1,4,80000,156
2,8,120000,156
1,10,130000,840
2,2,50000,156
1,18,180000,124
2,3,60000,124
1,7,110000,124
2,0,25000,840
1,6,100000,124
2,3,55000,36
1,9,140000,124
2,0,25000,840
1,12,150000,840
2,14,170000,36
1,1,55000,156
2,4,65000,124
1,3,60000,156
2,10,150000,826
1,2,50000,826
2,7,120000,840
1,1,55000,156
2,4,65000,156
1,3,60000,826
2,10,150000,156
1,2,50000,826
2,7,120000,124
1,1,60000,840
2,12,150000,826
1,4,80000,156
2,8,120000,36
1,10,130000,156
2,2,50000,840
1,18,180000,840
2,3,60000,826
1,7,110000,840
2,0,25000,124
1,6,100000,36
2,3,55000,124
1,9,140000,156
2,0,25000,124
1,12,150000,840
2,14,170000,840
1,1,55000,840
2,4,65000,826
1,3,60000,826
2,10,150000,826
1,2,50000,124
2,7,120000,156
1,1,55000,156
2,4,65000,840
1,3,60000,36
2,10,150000,840
1,2,50000,826
2,7,120000,124
1,1,60000,156
2,12,150000,840
1,4,80000,124
2,8,120000,124
1,10,130000,36
2,2,50000,826
1,18,180000,826
2,3,60000,124
1,7,110000,36
2,0,25000,124
1,6,100000,36
1,3,85000,124
2,11,160000,156
1,1,55000,840
2,5,100000,156
1,8,120000,124
2,2,50000,826
1,19,185000,826
2,4,65000,36
1,9,130000,156
2,0,25000,124
1,6,100000,156
2,3,55000,124
1,10,150000,36
2,0,25000,36
1,13,160000,36
2,14,170000,124
1,1,55000,36
2,4,65000,124
1,3,60000,826
2,11,160000,826
1,2,50000,826
2,8,120000,826
1,1,55000,156
2,4,65000,124
1,3,60000,840
2,11,160000,124
1,2,50000,156
2,8,120000,36
1,3,85000,826
2,11,160000,840
1,1,55000,124
2,5,100000,840
1,8,120000,36
2,2,50000,156
1,19,185000,826
2,4,65000,156
1,9,130000,826
2,0,25000,36
1,6,100000,36
2,3,55000,840
1,10,150000,156
2,0,25000,826
1,13,160000,124
2,14,170000,36
1,1,55000,124
2,4,65000,156
1,3,60000,826
2,11,160000,826
1,2,50000,840
2,8,120000,36
1,1,55000,156
2,4,65000,124
1,3,60000,826
2,11,160000,156
1,2,50000,840
2,8,120000,826
1,3,85000,124
2,11,160000,124
1,1,55000,840
2,5,100000,840
1,8,120000,124
2,2,50000,124
1,19,185000,156
2,4,65000,36
1,9,130000,124
2,0,25000,840
1,6,100000,156
2,3,55000,156
1,10,150000,124
2,0,25000,156
1,13,160000,36
2,14,170000,840
1,1,55000,840
2,4,65000,826
1,3,60000,826
2,11,160000,840
1,2,50000,826
2,8,120000,826
1,1,55000,840
2,4,65000,36
1,3,60000,826
2,11,160000,826
1,2,50000,36
2,8,120000,840
1,3,85000,840
2,11,160000,156
1,1,55000,124
2,5,100000,840
1,8,120000,840
2,2,50000,840
1,19,185000,156
2,4,65000,156
1,9,130000,156
2,0,25000,124
1,6,100000,36
2,3,55000,840
1,10,150000,840
2,0,25000,156
1,13,160000,156
2,14,170000,124
1,1,55000,826
2,4,65000,840
1,3,60000,840
2,11,160000,36
1,2,50000,36
2,8,120000,36
1,1,55000,36
2,4,65000,826
1,3,60000,124
2,11,160000,124
1,2,50000,36
2,8,120000,826
1,3,85000,124
2,11,160000,36
1,1,55000,36
2,5,100000,840
1,8,120000,826
2,2,50000,36
1,19,185000,124
2,4,65000,156
1,9,130000,36
2,0,25000,840
1,6,100000,826
2,3,55000,124
1,10,150000,156
1,3,85000,826
2,11,160000,124
1,1,55000,826
2,5,100000,840
1,8,120000,840
2,2,50000,840
1,19,185000,156
2,4,65000,124
1,9,130000,840
2,0,25000,124
1,6,100000,826
2,3,55000,840
1,10,150000,36
2,0,25000,124
1,13,160000,826
2,14,170000,36
1,1,55000,826
2,4,65000,36
1,3,60000,156
2,11,160000,156
1,2,50000,124
2,8,120000,124
1,1,55000,826
2,4,65000,840
1,3,60000,36
2,11,160000,36
1,2,50000,156
2,8,120000,124
1,3,85000,156
2,11,160000,156
1,1,55000,840
2,5,100000,826
1,8,120000,36
2,2,50000,36
1,19,185000,36
2,4,65000,156
1,9,130000,124
2,0,25000,826
1,6,100000,36
2,3,55000,826
1,10,150000,840
2,0,25000,826
1,13,160000,124
2,14,170000,124
1,1,55000,156
2,4,65000,36
1,3,60000,826
2,11,160000,156
1,2,50000,840
2,8,120000,36
1,1,55000,156
2,4,65000,156
1,3,60000,156
2,11,160000,36
1,2,50000,826
2,8,120000,826
1,3,85000,156
2,11,160000,840
1,1,55000,826
2,5,100000,156
1,8,120000,156
2,2,50000,124
1,19,185000,124
2,4,65000,156
1,9,130000,826
2,0,25000,124
1,6,100000,36
2,3,55000,124
1,10,150000,840
2,0,25000,124
1,13,160000,826
2,14,170000,36
1,1,55000,124
2,4,65000,124
1,3,60000,36
2,11,160000,124
1,2,50000,840
2,8,120000,36
1,1,55000,36
2,4,65000,826
1,3,60000,826
2,11,160000,840
1,2,50000,840
2,8,120000,36
1,3,85000,36
2,11,160000,826
1,1,55000,826
2,5,100000,826
1,8,120000,36
2,2,50000,36
1,19,185000,36
2,4,65000,36
1,9,130000,124
2,0,25000,124
1,6,100000,156
2,3,55000,156
1,10,150000,124
2,0,25000,36
1,13,160000,826
2,14,170000,826
1,1,55000,36
2,4,65000,156
1,3,60000,840
2,11,160000,36
1,2,50000,826
2,8,120000,826
1,1,55000,840
2,4,65000,840
1,3,60000,840
2,11,160000,124
1,2,50000,826
2,8,120000,840
1,3,85000,156
2,11,160000,124
1,1,55000,826
2,5,100000,826
1,8,120000,36
2,2,50000,156
1,19,185000,840
2,4,65000,124
1,9,130000,36
2,0,25000,840
1,6,100000,840
2,7,100000,840
1,7,120000,36
2,2,50000,840
1,9,130000,840
2,3,35000,826
1,13,160000,826
2,2,50000,156
1,6,100000,840
2,4,80000,826
1,1,60000,124
2,5,90000,840
1,11,170000,826
2,3,60000,124
1,7,120000,124
2,0,25000,36
1,14,180000,124
2,16,200000,36
1,2,50000,36
2,8,140000,36
1,4,70000,36
2,9,130000,156
1,3,80000,156
2,12,160000,826
1,1,55000,840
2,5,85000,840
1,11,170000,840
2,3,60000,124
1,7,120000,156
2,0,25000,36
1,14,180000,36
2,16,200000,840
1,2,50000,840
2,8,140000,156
1,4,70000,156
2,9,130000,124
1,3,80000,840
2,12,160000,840
1,1,55000,156
2,5,85000,124
1,11,170000,124
2,3,60000,826
1,7,120000,156
2,0,25000,36
1,14,180000,156
2,16,200000,156
1,2,50000,36
2,8,140000,124
1,4,70000,826
2,9,130000,840
1,3,80000,156
2,12,160000,156
1,1,55000,156
2,5,85000,124
1,11,170000,156
2,3,60000,36
1,7,120000,36
2,0,25000,156
1,14,180000,826
2,16,200000,36
1,2,50000,36
2,8,140000,826
1,4,70000,826
2,9,130000,156
1,3,80000,124
2,12,160000,826
1,1,55000,156
2,5,85000,826
1,11,170000,124
2,3,60000,840
1,7,120000,36
2,0,25000,840
1,14,180000,156
2,16,200000,124
1,2,50000,124
2,8,140000,36
1,4,70000,124
2,9,130000,840
1,3,80000,840
2,12,160000,156
1,1,55000,826
2,5,85000,156
1,11,170000,826
2,3,60000,156
1,7,120000,36
2,0,25000,124
1,14,180000,124
2,16,200000,124
1,2,50000,36
2,8,140000,826
1,4,70000,840
2,9,130000,156
1,3,80000,156
2,12,160000,124
1,1,55000,124
2,5,85000,156
1,11,170000,156
2,3,60000,124
1,7,120000,840
2,0,25000,826
1,14,180000,840
2,16,200000,156
1,2,50000,826
2,8,140000,156
1,4,70000,156
2,9,130000,124
1,3,80000,826
2,12,160000,156
1,1,55000,124
2,5,85000,36
1,11,170000,826
2,3,60000,826
1,7,120000,124
2,0,25000,124
1,14,180000,124
2,16,200000,156
1,2,50000,840
2,8,140000,156
1,4,70000,840
2,9,130000,840
1,3,80000,840
2,12,160000,36
1,1,55000,36
2,5,85000,124
1,11,170000,156
2,3,60000,124
1,7,120000,156
2,0,25000,124
1,14,180000,840
2,3,60000,826
1,9,120000,124
2,1,45000,36
1,5,80000,36
2,11,150000,826
1,2,65000,36
2,7,100000,826
1,4,90000,124
2,0,40000,826
1,6,110000,36
2,12,170000,826
1,3,75000,124
2,8,120000,840
1,4,70000,840
2,1,30000,124
1,13,180000,156
2,15,200000,826
1,1,50000,840
2,8,140000,840
1,3,65000,826
2,7,110000,36
1,0,28000,826
1,14,190000,124
2,16,210000,826
1,2,55000,156
2,8,140000,826
1,4,70000,124
2,9,130000,826
1,3,80000,840
2,12,170000,36
1,1,60000,840
2,5,90000,840
1,11,160000,840
2,3,60000,156
1,7,120000,124
2,0,25000,840
1,14,190000,156
2,16,200000,36
1,2,55000,840
2,8,140000,826
1,4,70000,156
2,9,130000,124
1,3,80000,36
2,12,170000,156
1,1,60000,826
2,5,90000,124
1,11,160000,156
2,3,60000,826
1,7,120000,156
2,0,25000,36
1,14,190000,36
2,16,200000,840
1,2,55000,124
2,8,140000,156
1,4,70000,124
2,9,130000,156
1,3,80000,124
2,12,170000,826
1,1,60000,36
2,5,90000,826
1,11,160000,124
2,3,60000,826
1,7,120000,826
2,0,25000,124
1,14,190000,840
2,16,200000,826
1,2,55000,156
2,8,140000,840
1,4,70000,156
2,9,130000,840
1,3,80000,826
2,12,170000,840
1,1,60000,840
2,5,90000,826
1,11,160000,124
2,3,60000,36
1,7,120000,826
2,0,25000,840
1,14,190000,124
2,16,200000,826
1,2,55000,124
2,8,140000,124
1,4,70000,124
2,9,130000,826
1,3,80000,826
2,12,170000,36
1,1,60000,840
2,5,90000,124
1,11,160000,36
2,3,60000,36
1,7,120000,156
2,0,25000,156
1,14,190000,156
2,16,200000,124
1,2,55000,124
2,8,140000,826
1,4,70000,124
2,9,130000,840
1,3,80000,124
2,12,170000,826
1,1,60000,36
2,5,90000,840
1,11,160000,124
2,3,60000,826
1,7,120000,840
2,0,25000,826
1,14,190000,826
2,16,200000,826
1,2,55000,124
2,8,140000,826
1,4,70000,840
2,9,130000,826
1,3,80000,124
2,12,170000,826
1,1,60000,840
2,5,90000,36
1,11,160000,840
2,3,60000,840
1,7,120000,36
2,0,25000,36
1,14,190000,36
2,16,200000,124
1,2,55000,36
2,8,140000,840
1,4,70000,156
2,9,130000,124
1,3,80000,840
1,3,75000,840
2,8,120000,826
1,2,65000,840
2,6,100000,840
1,11,150000,156
2,3,60000,36
1,9,120000,826
2,1,45000,156
1,5,80000,826
2,11,150000,826
1,2,65000,840
2,7,100000,156
1,4,90000,840
2,0,40000,36
1,6,110000,840
2,12,170000,840
1,3,75000,36
2,8,120000,826
1,4,70000,826
2,1,30000,840
1,13,180000,124
2,15,200000,156
1,1,50000,840
2,8,140000,840
1,3,65000,826
2,7,110000,826
1,0,28000,36
1,14,190000,840
2,16,210000,826
1,2,55000,124
2,8,140000,36
1,4,70000,826
2,9,130000,36
1,3,80000,840
2,12,170000,840
1,1,60000,826
2,5,90000,840
1,11,160000,36
2,3,60000,36
1,7,120000,156
2,0,25000,36
1,14,190000,36
2,16,200000,36
1,2,55000,826
2,8,140000,826
1,4,70000,124
2,9,130000,156
1,3,80000,826
2,12,170000,156
1,1,60000,826
2,5,90000,124
1,11,160000,36
2,3,60000,826
1,7,120000,124
2,0,25000,156
1,14,190000,124
2,16,200000,826
1,2,55000,156
2,8,140000,840
1,4,70000,156
2,9,130000,826
1,3,80000,36
2,12,170000,156
1,1,60000,826
2,5,90000,36
1,11,160000,826
2,3,60000,124
1,7,120000,826
2,0,25000,156
1,14,190000,36
2,16,200000,36
1,2,55000,156
2,8,140000,826
1,4,70000,826
2,9,130000,840
1,3,80000,36
2,12,170000,826
1,1,60000,156
2,5,90000,840
1,11,160000,826
2,3,60000,840
1,7,120000,840
2,0,25000,826
1,14,190000,156
2,16,200000,36
1,2,55000,124
2,8,140000,826
1,4,70000,124
2,9,130000,156
1,3,80000,156
2,12,170000,826
1,1,60000,840
2,5,90000,840
1,11,160000,124
2,3,60000,156
1,7,120000,840
2,0,25000,826
1,14,190000,36
2,16,200000,826
1,2,55000,826
2,8,140000,124
1,4,70000,840
2,9,130000,840
1,3,80000,36
2,12,170000,156
1,1,60000,124
2,5,90000,840
1,11,160000,124
2,3,60000,840
1,7,120000,840
2,0,25000,826
1,14,190000,36
2,16,200000,124
1,2,55000,826
2,8,140000,36
1,4,70000,124
2,9,130000,840
1,3,80000,840
2,12,170000,36
1,1,60000,36
2,5,90000,36
1,11,160000,840
2,3,60000,156
1,7,120000,124
2,0,25000,840
1,14,190000,840
2,16,200000,826
1,7,120000,124
2,3,60000,826
1,8,120000,124
2,2,65000,36
1,6,100000,826
2,11,150000,840
1,3,65000,156
2,9,120000,36
1,1,45000,124
2,5,80000,840
1,11,150000,826
1,2,65000,840
2,7,100000,826
1,4,90000,124
2,0,40000,156
1,6,110000,36
2,12,170000,156
1,3,75000,124
2,8,120000,156
1,4,70000,826
2,1,30000,826
1,13,180000,124
2,15,200000,36
1,1,50000,124
2,8,140000,840
1,3,65000,826
2,7,110000,826
1,0,28000,36
1,14,190000,156
2,16,210000,36
1,2,55000,156
2,8,140000,156
1,4,70000,36
2,9,130000,840
1,3,80000,36
2,12,170000,156
1,1,60000,840
2,5,90000,36
1,11,160000,156
2,3,60000,36
1,7,120000,36
2,0,25000,156
1,14,190000,840
2,16,200000,826
1,2,55000,826
2,8,140000,840
1,4,70000,36
2,9,130000,826
1,3,80000,36
2,12,170000,124
1,1,60000,156
2,5,90000,156
1,11,160000,36
2,3,60000,826
1,7,120000,124
2,0,25000,840
1,14,190000,826
2,16,200000,156
1,2,55000,840
2,8,140000,840
1,4,70000,36
2,9,130000,156
1,3,80000,156
2,12,170000,124
1,1,60000,124
2,5,90000,124
1,11,160000,156
2,3,60000,156
1,7,120000,124
2,0,25000,124
1,14,190000,36
2,16,200000,826
1,2,55000,826
2,8,140000,826
1,4,70000,36
2,9,130000,36
1,3,80000,840
2,12,170000,840
1,1,60000,124
2,5,90000,124
1,11,160000,124
2,3,60000,36
1,7,120000,826
2,0,25000,840
1,14,190000,36
2,16,200000,840
1,2,55000,840
2,8,140000,36
1,4,70000,826
2,9,130000,36
1,3,80000,826
2,12,170000,124
1,1,60000,124
2,5,90000,156
1,11,160000,840
2,3,60000,36
1,7,120000,156
2,0,25000,156
1,14,190000,156
2,16,200000,826
1,2,55000,156
2,8,140000,826
1,4,70000,124
2,9,130000,156
1,3,80000,124
2,12,170000,124
1,1,60000,840
2,5,90000,826
1,11,160000,124
2,3,60000,124
1,7,120000,124
2,0,25000,124
1,14,190000,124
2,16,200000,36
1,2,55000,124
2,8,140000,36
1,4,70000,124
2,9,130000,826
1,3,80000,36
2,12,170000,124
1,1,60000,840
2,5,90000,36
1,11,160000,826
2,3,60000,156
1,7,120000,36
2,0,25000,840
1,14,190000,156
2,16,200000,826
2,4,65000,826
1,9,125000,840
2,3,70000,124
1,7,110000,124
2,12,160000,826
1,4,75000,156
2,8,120000,826
1,2,50000,36
2,5,85000,840
1,11,155000,124
1,3,70000,826
2,8,115000,826
1,5,95000,840
2,0,40000,124
1,6,115000,36
2,12,175000,124
1,3,70000,124
2,9,135000,36
1,4,75000,124
2,1,30000,826
1,13,185000,826
2,15,210000,36
1,1,45000,156
2,9,145000,840
1,3,70000,826
2,7,120000,156
1,0,28000,124
1,14,195000,840
2,16,215000,156
1,2,55000,36
2,9,145000,156
1,4,75000,826
2,9,135000,156
1,3,80000,124
2,13,185000,36
1,1,60000,156
2,5,95000,156
1,12,170000,124
2,3,65000,156
1,7,120000,124
2,0,25000,124
1,14,195000,124
2,16,215000,156
1,2,55000,156
2,9,145000,826
1,4,75000,840
2,9,135000,840
1,3,80000,124
2,13,185000,36
1,1,60000,36
2,5,95000,840
1,12,170000,826
2,3,65000,840
1,7,120000,124
2,0,25000,826
1,14,195000,156
2,16,215000,36
1,2,55000,826
2,9,145000,840
1,4,75000,840
2,9,135000,36
1,3,80000,124
2,13,185000,840
1,1,60000,826
2,5,95000,36
1,12,170000,124
2,3,65000,826
1,7,120000,840
2,0,25000,840
1,14,195000,36
2,16,215000,36
1,2,55000,124
2,9,145000,124
1,4,75000,156
2,9,135000,156
1,3,80000,840
2,13,185000,36
1,1,60000,156
2,5,95000,826
1,12,170000,36
2,3,65000,826
1,7,120000,156
2,0,25000,124
1,14,195000,826
2,16,215000,156
1,2,55000,840
2,9,145000,36
1,4,75000,826
2,9,135000,36
1,3,80000,36
2,13,185000,156
1,1,60000,156
2,5,95000,840
1,12,170000,156
2,3,65000,840
1,7,120000,156
2,0,25000,36
1,14,195000,840
2,16,215000,826
1,2,55000,840
2,9,145000,124
1,4,75000,840
2,9,135000,156
1,3,80000,826
2,13,185000,36
1,1,60000,826
2,5,95000,840
1,12,170000,840
2,3,65000,826
1,7,120000,826
2,0,25000,840
1,14,195000,840
2,16,215000,156
1,2,55000,840
2,9,145000,156
1,4,75000,826
2,9,135000,826
1,3,80000,36
2,13,185000,124
1,1,60000,124
2,5,95000,156
1,12,170000,36
2,3,65000,156
1,7,120000,36
2,0,25000,156
1,14,195000,156
2,16,215000,156
2,2,75000,156
1,14,185000,826
2,7,120000,124
1,3,60000,124
2,10,145000,826
1,4,75000,156
2,8,135000,840
1,2,70000,36
2,12,175000,156
1,0,28000,36
1,14,195000,124
2,16,215000,124
1,2,55000,156
2,9,145000,124
1,4,75000,840
2,9,135000,36
1,3,80000,156
2,13,185000,826
1,1,60000,156
2,5,95000,826
1,12,170000,826
2,3,65000,826
1,7,120000,36
2,0,25000,840
1,14,195000,826
2,16,215000,840
1,2,55000,826
2,9,145000,124
1,4,75000,36
2,9,135000,124
1,3,80000,36
2,13,185000,156
1,1,60000,124
2,5,95000,156
1,12,170000,826
2,3,65000,840
1,7,120000,826
2,0,25000,156
1,14,195000,826
2,16,215000,36
1,2,55000,124
2,9,145000,840
1,4,75000,156
2,9,135000,124
1,3,80000,124
2,13,185000,36
1,1,60000,826
2,5,95000,36
1,12,170000,36
2,3,65000,124
1,7,120000,840
2,0,25000,36
1,14,195000,124
2,16,215000,156
1,2,55000,124
2,9,145000,826
1,4,75000,124
2,9,135000,826
1,3,80000,840
2,13,185000,840
1,1,60000,840
2,5,95000,156
1,12,170000,156
2,3,65000,826
1,7,120000,840
2,0,25000,156
1,14,195000,840
2,16,215000,124
1,2,55000,156
2,9,145000,156
1,4,75000,124
2,9,135000,36
1,3,80000,156
2,13,185000,36
1,1,60000,826
2,5,95000,840
1,12,170000,826
2,3,65000,826
1,7,120000,124
2,0,25000,36
1,14,195000,156
2,16,215000,156
1,2,55000,156
2,9,145000,156
1,4,75000,826
2,9,135000,156
1,3,80000,36
2,13,185000,36
1,1,60000,826
2,5,95000,156
1,12,170000,826
2,3,65000,826
1,7,120000,124
2,0,25000,36
1,14,195000,840
2,16,215000,36
1,2,55000,156
2,9,145000,826
